title,text,category,url
Еще один бренд смартфонов предсказал рост цен,"Корпорация Huawei предупредила потребителей о возможном росте цен на смартфоны. Об этом сообщает издание Huawei Central. Исполнительный директор компании Ричард Ю на презентации смартфонов серии Pura 90 заявил, что в будущем Huawei придется поднять цены на свою продукцию. Топ-менеджер предсказал, что это произойдет, если память продолжит дорожать. По словам Ю, «тень ценового давления» нависает над производителями смартфонов. «Если цены на оперативную память и накопители продолжат расти, в результате чего затраты превысят возможности брендов смартфонов их покрывать, то, скорее всего, цены на последующие модели Huawei также вырастут», — заметил он. Также в компании рассказали, что Huawei было очень сложно удержать «доступную» цену на смартфоны серии Pura 90 в размере 4699 юаней, или около 52 тысяч рублей. По оценкам руководителей IT-гиганта, себестоимость производства флагманских устройств из-за кризиса выросла на 1200-1500 юаней (13-17 тысяч рублей) на единицу продукта. В середине апреля компания Samsung официально подняла цены на избранные модели смартфонов. Подорожали некоторые версии Galaxy Z Flip 7, Galaxy S25 FE и Galaxy S25 Edge.",science,https://lenta.ru/news/2026/04/21/huawei-prices/
«Реал Сосьедад» выиграл Кубок Испании без россиянина Захаряна в составе,"«Реал Сосьедад» выиграл Кубок Испании без россиянина Арсена Захаряна в составе. Об этом сообщает корреспондент «Ленты.ру». В финале команда из Сан-Себастьяна одолела мадридский «Атлетико» Основное время игры завершилось со счетом 2:2. Счет в матче на первой минуте открыл полузащитник басков Андер Барренечеа. «Атлетико» выровнял положение в середине первого тайма усилиями форварда Адемолы Лукмана. В добавленное к первому тайму время «Реал Сосьедад» снова вышел вперед — пенальти реализовал капитан команды Микель Ойарсабаль. Второй гол «Атлетико» на 83-й минуте забил Хулиан Альварес. Таким образом, выяснение отношений перешло в серию пенальти. Решающий 11-метровый удар реализовал Айен Муньос, «Реал Сосьедад» выиграл в серии со счетом 4:3. Клуб из Сан-Себастьяна завоевал четвертый Кубок Испании в своей истории. В последний раз баски брали этот трофей в 2021 года — тогда они переиграли своих земляков из «Атлетика» ( Бильбао ). Российский полузащитник команды Арсен Захарян не принимал участия в матче. Днем ранее у него случился приступ гастроэнтерита.",sport,https://lenta.ru/news/2026/04/19/real-sosiedad-vyigral-kubok-ispanii-bez-rossiyanina-zaharyana-v-sostave/
Обвалившийся на старте иранского конфликта рынок акций рекордно вырос,"Корейский индекс Kospi 21 апреля вырос на 2,3 процента, достигнув исторического внутридневного максимума. Об этом сообщает Bloomberg. К моменту написания материала рост показателя ускорился до 2,5 процента. Рынок акций Южной Кореи, который в значительной степени ориентирован на технологические компании, компенсировал все потери, вызванные конфликтом на Ближнем Востоке, «переключившись с новостей о войне на отчеты о прибылях и спрос на ИИ», отметила стратег по различным активам в Van Eck Associates Анна Ву, по словам которой «инвесторы вновь обретают уверенность». На старте иранского конфликта Kospi напротив обвалился максимальными с 2008 года темпами, упав ниже 5100 пунктов. Сейчас он достиг 6374,35 пункта, показывая общий рост в этом году более чем на 50 процентов. На прошлой неделе, в условиях остановки боевых действий и продолжающихся переговоров на Ближнем Востоке, американский фондовый рынок вырос до максимумов с января. Индекс S&P 500, включающий котировки 500 крупнейших по капитализации американских компаний, закрепился выше отметки в 7000 пунктов, подскочив с 30 марта на 11 процентов, что позволило аналитикам заявить о возвращении на рынок «животного духа».",economics,https://lenta.ru/news/2026/04/21/obvalivshiysya-na-starte-iranskogo-konflikta-rynok-aktsiy-rekordno-vyros/
Лепс запланировал усыновление,"Народный артист России Григорий Лепс хочет усыновить детей из детского дома. Об этом сообщает РИА Новости . Артист заявил, что собирается взять на воспитание двух детей, а если получится — трех. «Подниму всех. Места у меня много. Я дам им свою фамилию, отчество», — сказал Лепс. По его прогнозам, усыновление может произойти уже через три-четыре месяца. Ранее сообщалось , что за выступление в цирке гонорар Лепса мог составить более десяти миллионов рублей.",culture,https://lenta.ru/news/2026/04/19/leps-zahotel-detey/
Россиянам рассказали о снижении цен на картофель,"Самым подешевевшим за год продуктом питания в России стал картофель. Его стоимость в третью неделю апреля оказалась почти на треть (32,4 процента) ниже, чем годом ранее. Об этом со ссылкой на данные «Руспродсоюза» сообщает РИА Новости . Также в рейтинг самых подешевевших за 12 месяцев продуктов вошли капуста, свекла и лук — минус 29,3 процента, 20,1 процента и 17,9 процента соответственно. На прошлой неделе Росстат сообщил , что в период с 7 по 13 апреля инфляция в России полностью остановилась, хотя последние три недели фиксировался повышенный рост. Тем не менее даже с учетом такого замедления инфляция с начала года по-прежнему остается выше, чем за последние десять лет. Такую динамику обеспечил беспрецедентно высокий показатель первых недель января, который обусловлен повышением с 2026 года налога на добавленную стоимость (НДС) на десять процентов — с 20 до 22 процентов. В 2024 году картофель стал самым подорожавшим продуктом. Его стоимость увеличилась на 92 процента. Тогда эксперты объясняли динамику низкой базой, потому что в 2023 и 2022 годах картофель, напротив, дешевел на 15,8 и 31,5 процента.",economics,https://lenta.ru/news/2026/04/21/naletay/
В России разработали оружие от града,"Группа ученых из России разработала ракету для борьбы с градовыми облаками. Это выяснило РИА Новости , изучив электронную базу Роспатента . В документе говорится, что изобретение относится к устройствам для изменения атмосферных условий, а более конкретно — к метеорологическим противоградовым ракетам, которые необходимы для активного воздействия на градовые облака с целью предотвращения градобитий и вызывания осадков. Разработчики рассказали, что попадание ракеты в переохлажденное облако равномерно распределит центры кристаллизации, на которых происходит образование кристалликов льда, выпадающих в виде осадков, что предотвратит град. Ранее москвичей напугали пронзительным холодом. По прогнозам синоптиков, характер погоды в столице резко изменится в понедельник, 20 апреля, под действием тыловой части циклона. Во вторник, 21 апреля, температура еще будет держаться ниже нуля, но существенных осадков не предвидится. В дальнейшем погода пойдет на лад. Температура начнет подниматься, но пока еще будет ниже климатической нормы на три градуса. Долгожданного всплеска тепла в ближайшее время не прогнозируется.",science,https://lenta.ru/news/2026/04/20/v-rossii-razrabotali-oruzhie-ot-grada/
Россиянин поставил на матч РПЛ и выиграл более миллиона рублей,"Россиянин поставил на матч 25-го тура Российской премьер-лиги (РПЛ) «Пари НН» — «Динамо» (Москва) и выиграл более миллиона рублей. Об этом сообщает Betonemobile . Игрок поставил 289 000 рублей на ничью в поединке нижегородцев и москвичей с коэффициентом 4,00. Команды сыграли со счетом 1:1 и, таким образом, ставка оказалась выигрышной. Россиянин забрал 1 156 000 рублей. На данный момент московское «Динамо» занимает седьмое место в турнирной таблице РПЛ, у команды Ролана Гусева 31 очко в 25 матчах. «Пари НН» идет на 14-й позиции, у подопечных Алексея Шпилевского 22 балла после 25 туров. Ранее россиянин проиграл 380 000 рублей, поставив на победу «Арсенала» в матче 33-го тура Английской премьер-лиги (АПЛ) против «Манчестер Сити». Ставка с коэффициентом 4,30 могла принести ему около 1,63 миллиона рублей, однако «канониры» уступили «горожанам».",sport,https://lenta.ru/news/2026/04/21/rossiyanin-postavil-na-match-rpl-i-vyigral-bolee-milliona-rubley/
Легендарный iPhone похоронят,"Корпорация Apple признает устаревшим iPhone 11 ближайшим летом. Об этом сообщает издание 9to5Mac со ссылкой на инсайдера Instant Digital. По информации специалиста, iOS 27, которую Apple представит летом, окажется без поддержки некоторых популярных смартфонов. К ним отнесли все устройства линейки iPhone 11, который вышел в 2019 году. Аппараты серии считаются легендарными в среде пользователей Apple: так, iPhone 11 Pro стал первым телефоном американского бренда с тремя камерами. Таким образом, iOS 27 можно будет установить на все смартфоны Apple, начиная с iPhone 12, который появился в 2020-м. Также компания похоронит iPhone SE второго поколения, оставив недорогой аппарат без поддержки. «Если это подтвердится, то это будет уже второй год подряд, когда Apple исключает несколько моделей iPhone из своего крупного обновления iOS», — отметили журналисты. Они напомнили, что в 2025 году вышла iOS 26 — апдейт не получил iPhone Xs. Обычно Apple анонсирует новую версию операционной системы (ОС) для iPhone и раскрывает список поддерживаемых устройств в июне на конференции WWDC. Ранее стало известно , что на российском рынке подешевел iPhone 17. Аппарат начали продавать за 62 тысячи рублей, тогда как на старте он стоил 110 тысяч рублей.",science,https://lenta.ru/news/2026/04/21/ios27/
Гендиректор «Спартака» ответил на вопрос о возможном возвращении Дзюбы,"Генеральный директор московского «Спартака» Сергей Некрасов ответил на вопрос о возможном возвращении форварда тольяттинского «Акрона» Артема Дзюбы в клуб. Об этом сообщает «РБ Спорт» Функционер не стал говорить ничего конкретного. «Дзюба — прекрасный игрок, он всего достиг. Мы ему очень благодарны за вклад в российский футбол», — заявил Некрасов. В марте Дзюба заявил о готовности вернуться в «Спартак». «В какой позиции вернулся бы — игрок или тренер? Время покажет», — сказал футболист. 37-летний Дзюба является воспитанником «Спартака». В составе красно-белых игрок выступал с 2007 по 2015 год.",sport,https://lenta.ru/news/2026/04/20/gendirektor-spartaka-otvetil-na-vopros-o-vozmozhnom-vozvraschenii-dzyuby/
Российские работодатели назвали способы удержания сотрудников,"Российские работодатели чаще всего удерживают ценных сотрудников с помощью индексации заработной платы. Такой ответ дали 46 процентов участников проведенного hh.ru в марте исследования, на результаты которого ссылается РИА Новости . Как следует из материалов, главы компаний считают повышение зарплаты наиболее эффективным инструментом в этой сфере. Среди других популярных вариантов они назвали в том числе программы адаптации для новых сотрудников (35 процентов), внутренние награды и публичную похвалу (30 процентов), а также переход к более прозрачной и понятной системе оплаты труда (29 процентов). На то, что в условиях низкой безработицы и сохраняющегося напряжения на рынке труда работодатели в РФ стали чаще делать упор на удержании уже нанятых специалистов, указывают и эксперты, по словам которых рынок уходит от стратегии «истерического найма» сотрудников, а работодатели считают текучесть кадров ключевым вызовом. Ранее глава Минэкономразвития Максим Решетников назвал работников самым дефицитным ресурсом в экономике, отметив, что главной задачей для отечественного бизнеса на ближайшее время является «управление себестоимостью, управление затратами, поиск, как добиться большего от тех же ресурсов, что есть, как повысить в конечном итоге свою производительность труда».",economics,https://lenta.ru/news/2026/04/21/rossiyskie-rabotodateli-nazvali-sposoby-uderzhaniya-sotrudnikov/
Шарлиз Терон предрекла крах карьеры Тимоти Шаламе,"Американская актриса Шарлиз Терон предрекла конец карьеры Тимоти Шаламе на фоне его резонансных высказываний об искусстве. Ее комментарий передает The New York Times. В феврале Шаламе оказался в центре скандала из-за слов о том, что никому нет дела до оперы и балета. Его высказывания вызвали волну негодования культурных институций по всему миру, а другие звезды кино, включая Вупи Голдберг , Джейми Ли Кертис и Еву Мендес , вступились за артистов, оскорбленных актером сценических искусств. По мнению Терон, Шаламе проявил безрассудство, критикуя два вида искусства, которые нужно поддерживать. «Через десять лет искусственный интеллект сможет выполнять работу Тимоти , но он никогда не заменит человека, танцующего вживую на сцене», — подчеркнула актриса. Терон добавила, что считает танцоров супергероями и с восхищением относится к их дисциплине и умению трудиться. Она отметила, что у артистов балета нет выходных дней и возможности пропустить репетицию, даже если танцевать приходится через боль. Ранее глава Лондонской Королевской оперы Алекс Бирд поблагодарил Тимоти Шаламе за рост продаж билетов на фоне резонансных высказываний актера. Он отметил, что значительную часть аудитории теперь составляют зрители 20-30 лет.",culture,https://lenta.ru/news/2026/04/20/sharliz-teron-predrekla-krah-kariery-timoti-shalame/
Григорий Лепс бросил пить,"Народный артист России Григорий Лепс заявил, что полностью отказался от алкогольных напитков ради здоровья. Его комментарий приводит StarHit. По словам исполнителя, он не пьет уже несколько месяцев и надеется, что новый образ жизни останется с ним надолго. Отказавшись от спиртного, певец сосредоточился на музыке и заботе о собственном теле. Лепс признался, что в последний раз употреблял алкоголь на Рождество. «Хотя не было никаких серьезных загулов, я несколько дней не выходил из дома. Просто чтобы ничего не натворить, учитывая свой скверный характер», — уточнил артист. Ранее Лепс захотел усыновить детей из детского дома. Артист заявил , что собирается взять на воспитание двух детей, а если получится — трех. По его прогнозам, усыновление может произойти уже через три-четыре месяца.",culture,https://lenta.ru/news/2026/04/20/grigoriy-leps-brosil-pit/
У заходящих в российские порты судов нашли подозрительные люки,"С 21 июля водолазами были осмотрены 7983 гражданских судна, зашедшие в морские порты России. Об этом стало известно «Известиям». Издание напоминает, что поиск на судах прикрепленных к ним мин и других подозрительных предметов стартовал после указа президента России Владимира Путина № 502, алгоритм действий по которому впоследствии был утвержден постановлением правительства. Как утверждает специалист компании «Новороссийский подводно-технический отряд» Роман Айвазов, в конце 2025 года на одном из судов, следовавшем из-за границы, водолазы обнаружили подозрительный люк. Внимание специалистов привлекло то обстоятельство, что люк крепился к корпусу чистыми болтами, тогда как все днище корабля было в наростах. При этом, замечает эксперт, документов о проведении ремонта у капитана корабля не было. Как говорит Айвазов, проверка показала, что судно, прибывшее в Новороссийск из Турции , до этого заходило на Украину , поэтому было решено не пускать его в российский порт. По словам специалиста, люк с чистыми болтами может указывать на место хранения взрывчатки. По данным издания, аналогичное обнаруживали водолазы и в других российских портах. В январе «Известия» со ссылкой на знакомые с ситуацией источники сообщили , что Вооруженные силы России направят на защиту Арктики дополнительные силы боевых пловцов. В том же месяце в публикации газеты «Красная звезда» рассказывалось , что водолазы-разведчики из подразделений подводных диверсионных сил и средств Военно-морского флота России используют различные лодки и катера проекта «Грачонок».",science,https://lenta.ru/news/2026/04/21/u-zahodyaschih-v-rossiyskie-porty-sudah-nashli-podozritelnye-lyuki/
Интерес к наличным в России ускорил рост,"В период с 3 по 10 апреля объем наличности в обращении взлетел на 240 миллиардов рублей. Об этом со ссылкой на данные Банка России пишут «Известия». Показатель рассчитан на основании увеличившейся до 20,34 триллиона рублей (максимум с начала года) денежной базы в узком определении. Она состоит из наличных денег в обращении и обязательных резервов банков и Центробанка, однако последние изменились незначительно. Старший аналитик Совкомбанка Андрей Крылов и аналитик Freedom Finance Global Владимир Чернов подтвердили, что рост денежной базы обеспечила именно наличность. В общей сложности в период с 1 по 17 апреля из банков в оборот выпущено 470 миллиардов рублей наличных, иногда в сутки показатель превышал 50 миллиардов рублей. За весь март объем кеша вырос на 300 миллиардов, то есть апрель уже опережает предыдущий месяц. Ранее Банк России признавал , что растущий интерес к наличным связан с ограничениями в работе мобильного интернета, из-за которых заплатить картой или с помощью телефона становится невозможно. В то же время, отмечают эксперты, спрос на наличность начал формироваться еще во втором полугодии прошлого года, когда банки стали внимательнее следить за онлайн-платежами. Из-за этого граждане стали с большим подозрением относиться к таким способам расчета. МВА-профессор бизнес-практики по цифровым финансам РАНХиГС Алексей Войлуков указал, что для властей набирающая силу тенденция становится проблемой, потому что отслеживать оборот наличных заметно сложнее, чем онлайн-операции. Что касается бизнеса, то, как отметил старший директор рейтингов финансовых институтов рейтинговой службы НРА Павел Жолобов, такое решение, с одной стороны, позволяет экономить на эквайринге, но с другой — увеличивает риски претензий со стороны налоговых органов. Старший аналитик «Риком-Траст» Валерия Попова не исключает, что власти пойдут на комплекс мер для снижения доли наличных расчетов, в том числе введение лимитов на такие операции. Однако, предупреждает эксперт, излишняя поспешность в этом вопросе может привести к росту теневого сектора, еще менее доступного для контроля.",economics,https://lenta.ru/news/2026/04/21/nalik/
Раскрыт новый смартфон Samsung,"Флагман Samsung первым на рынке получит накопитель нового поколения. Об этом сообщает издание Wccftech со ссылкой на инсайдера yeux1122. По информации специалиста, новые смартфоны Galaxy S27, который выйдут в начале 2027 года, получат встроенный диск UFS 5.0. Скорее всего, Samsung окажется первой компаний, которая применит в своих устройствах накопитель нового поколения. Из раскрытых данных следует, что сейчас корейская компания еще не готова переходить на UFS 5.0, так как занимается оптимизацией оборудования UFS 4.0. Однако новый стандарт, который поддерживает скорость передачи данных до 10,8 гигабита в секунду, позволит заметно увеличить общую мощность телефона. Инсайдер отметил, что это выгодно Samsung: ей не придется много тратить на процессор и оперативную память для устройств. Специалист заявил, что накопители UFS 5.0 имеют высочайший показатель IOPS (количество операций ввода / вывода в секунду). Это позволит смартфонам выполнять задачи практически мгновенно. Однако перед производством инженерам Samsung еще придется адаптировать операционную систему (ОС) и свои программы для работы с таким быстрыми накопителями. В начале марта инсайдер Digital Chat Station рассказал , что флагманский смартфон Samsung следующего поколения в 2027 году получит совершенно новый сенсор камеры. Он выяснил, что Samsung Galaxy S27 будет работать с технологией сверхвысокого динамического диапазона LOFIC.",science,https://lenta.ru/news/2026/04/20/ufs/
Россия отправит в космос второго ангкасавана,"Малайзия при помощи России планирует отправить в космос второго ангкасавана (малайзийский вариант обозначения космонавта). Об этом ТАСС на Международной азиатской выставке вооружения и военной техники Defence Services Asia (DSA) 2026, которая проходит с 20 по 23 апреля в Куала-Лумпуре , сообщил посол РФ в Малайзии Наиль Латыпов. По его словам, в неофициальных беседах малайзийская сторона неоднократно напоминала, что с момента запуска первого ангкасавана прошло много лет. «Поэтому я думаю, что наши ведомства, которые занимаются исследованиями космоса и разработками в космической области, найдут какие-то взаимоприемлемые формы, которые позволят нам осуществить пожелание малайзийцев увидеть очередного малайзийского космонавта — а где-то он называется ""ангкасаван"" — увидеть второго ангкасавана на орбите, в том числе и на нашей станции», — сказал дипломат. Первый ангкасаван Шейх Музафар Шукор отправился на МКС на корабле «Союз ТМА-11» в октябре 2007 года. Ранее генеральный директор «Роскосмоса» Дмитрий Баканов сообщил , что российская госкорпорация не откажется от сотрудничества с НАСА по перспективной Российской орбитальной станции с целью обмена опытом и технологиями.",science,https://lenta.ru/news/2026/04/21/rossiya-otpravit-v-kosmos-vtorogo-angkasavana/
Мощное землетрясение произошло в Южной Америке,"В Эквадоре зафиксировали мощное землетрясение. Его магнитуда составила 5,4. об этом говорится на сайте Европейско-средиземноморского сейсмологического центра (EMSC). Подземные толчки произошли в 74 километрах к северо-востоку от города Кито с населением 1,4 миллиона человек. Очаг залегал на глубине 122 километра. Информации о пострадавших и разрушениях не поступало. Ранее на побережье региона Санрику в Японии произошло землетрясение магнитудой 7,4. Местных жителей призвали срочно эвакуироваться из-за угрозы цунами высотой до трех метров.",economics,https://lenta.ru/news/2026/04/21/moschnoe-zemletryasenie-proizoshlo-v-yuzhnoy-amerike/
Двукратная чемпионка ОИ оценила размер олимпийской пенсии,"Двукратная победительница Игр по биатлону Светлана Ишмуратова оценила размер олимпийской пенсии в размере 60 тысяч рублей. Об этом сообщает Sport24 . Бывшая спортсменка назвала эту сумму хорошей для себя. «У кого-то в регионах, да и в Москве это целая зарплата, на которую живет семья», — заявила Ишмуратова. Она также высказалась о критике размера олимпийской пенсии. «Не стоит жаловаться на то, что у тебя есть. Я благодарна всему, особенно когда тебе помогают и что-то для тебя делают», — добавила Ишмуратова. Ранее размер своей пенсии оценил четырехкратный олимпийский чемпион по биатлону Александр Тихонов . Он отметил, что получает 52 тысячи в месяц, и счел эту сумму недостаточной.",sport,https://lenta.ru/news/2026/04/20/dvukratnaya-chempionka-oi-otsenila-razmer-olimpiyskoy-pensii/
Идущую под водой южнокорейскую субмарину сняли на видео с вертолета,"Идущую под водой субмарину Военно-морских сил (ВМС) Южной Кореи сняли на видео с немецкого военного вертолета. Кадры опубликовал Telegram -канал «Военный обозреватель». Запись была сделана во время морских учений в Юго-Восточной Азии. Подлодку видно под водой во время ясной и солнечной погоды и отсутствия волнения на море. Ранее стало известно , что Военно-морские силы (ВМС) Соединенных Штатов Америки ( США ) потерпели крах в ремонте атомной подводной лодки USS Boise, на который потратили около 800 миллионов долларов. Об этом заявил министр ВМС Джон Фелан.",science,https://lenta.ru/news/2026/04/21/iduschuyu-pod-vodoy-yuzhnokoreyskuyu-submarinu-snyali-na-video-s-vertoleta/
В Москве приостановили движение по одной ветке метро,"В Москве временно приостановили движение поездов по участку Сокольнической линии метро. Об этом сообщает столичный дептранс в своем Telegram -канале. Речь идет об отрезке пути между станциями «Сокольники» и «Парк культуры», уточнили в ведомстве. Причиной оказалась техническая неисправность одного из составов на красной ветке. Поезд находится на сервисном обслуживании компании производителя. В дептрансе отметили, что безопасности пассажиров ничего не угрожало. Сотрудники метро помогли им оперативно и организованно покинуть остановленный поезд и пройти на станцию. Сейчас специалисты работают над оперативным восстановлением движения по участку. До этого жителей столицы попросили использовать альтернативные маршруты — другие линии метро, бесплатные автобусы «КМ» или трамвайные диаметры. Ранее россиян предупредили о штрафах за грязную и зловонную одежду в метро.",economics,https://lenta.ru/news/2026/04/21/v-moskve-priostanovili-dvizhenie-po-odnoy-vetke-metro/
В «Вашингтоне» выразили готовность продлить контракт с Овечкиным,"В «Вашингтоне» выразили готовность продлить контракт с российским форвардом команды Александром Овечкиным . Об этом рассказал генеральный менеджер клуба Крис Патрик, его слова приводит сайт «Кэпиталз». «Мы в хорошем положении в плане зарплат и можем себе позволить быть гибкими. Мы даем ему время, чтобы он отдохнул от сезона, все обдумал и поговорил с семьей. Мы продолжим поддерживать его в процессе принятия решения», — сказал Патрик. Ранее Овечкин заявил , что хотел бы сыграть еще два сезона за «Вашингтон». В ночь на 15 апреля 40-летний нападающий провел последнюю игру по действующему контракту с клубом. Овечкин в текущем сезоне провел 82 матча, в которых забросил 32 шайбы и сделал столько же результативных передач. К текущему моменту игрок забил 1006 голов в НХЛ, это на десять меньше, чем у обладателя абсолютного рекорда по этому показателю Гретцки.",sport,https://lenta.ru/news/2026/04/21/v-vashingtone-vyrazili-gotovnost-prodlit-kontrakt-s-ovechkinym/
