title,text,category,url
Дайнеко заступилась за уволенную из-за возраста российскую актрису,"Певица Виктория Дайнеко поддержала звезду сериала «Воронины» Екатерину Волкову , уволенную из Театра комедии из-за возраста. Ее комментарий приводит «Абзац». Артистка предположила, что реальная причина решения руководства кроется в другом. По ее словам, в театрах всегда есть множество ролей, подходящих для разных возрастов. Певица заявила, что стоит расширить репертуар, если для 44-летней Волковой не нашлось роли. «Это серьезный удар по ее уверенности в себе. Хотелось бы, чтобы у девушек не было никогда таких мыслей», — подчеркнула Дайнеко. Ранее в апреле Екатерина Волкова сообщила , что ее уволили из Театра комедии из-за возраста. По словам актрисы, художественный руководитель театра добавил, что в репертуаре больше нет ролей для нее.",culture,https://lenta.ru/news/2026/04/16/dayneko-zastupilas-za-uvolennuyu-iz-za-vozrasta-rossiyskuyu-aktrisu/
Россиян предупредили о новой мошеннической схеме с ипотекой,"Мошенники стали предлагать россиянам оформить ипотеку за вознаграждение. Аферисты обещают, что будут сами выплачивать кредит, рассказала юрист Галина Земскова в беседе с РИА Новости . Недоброжелатели находят граждан с хорошей кредитной историей и обещают заплатить до 500 тысяч рублей за оформление ипотеки. Они утверждают, что располагают средствами на погашение платежей, но не могут получить одобрение из-за плохой кредитной истории или «серой» бухгалтерии. «Как только квартира куплена и оформлена на дроппера, мошенники исчезают с деньгами, оставляя многомиллионные долги и суды с банком», — рассказала Земскова. Она отметила, что после выявления подлога заемщика могут обязать досрочно погасить всю сумму займа или поднять ставку до рыночной, если ипотека была оформлена по льготной программе. Ранее группа мошенников из Красноярска продавала несуществующие квартиры и поплатилась за это. Аферисты нанесли ущерб на 30 миллионов рублей 10 жертвам.",economics,https://lenta.ru/news/2026/04/21/rossiyan-predupredili-o-novoy-moshennicheskoy-sheme-s-ipotekoy/
В Иране назвали условие участия сборной страны на ЧМ-2026,"В Иране назвали условие участия сборной страны на чемпионате мира по футболу 2026 года (ЧМ-2026). Об этом сообщило информационное агентство Tasnim . «Если будет обеспечена безопасность игроков национальной сборной в США , мы поедем на чемпионат мира. Но решение об участии будет приниматься правительством и Высшим советом национальной безопасности Ирана», — заявил министр спорта Исламской Республики Ахмад Доньямали. 16 марта президент Иранской федерации футбола Мехди Тадж заявил о бойкоте США, однако исключил отказ от участия в чемпионате мира. Также он заявил, что обсуждается перенос матчей иранской команды в Мексику . Затем в Международной федерации футбола (ФИФА) отказались от этой идеи. В начале марта Доньямали подчеркнул , что нет условий, позволяющих сборной страны участвовать в чемпионате мира 2026 года. Причиной он назвал атаку США на бывшего верховного лидера Али Хаменеи . Иран попал в группу G с Бельгией , Египтом и Новой Зеландией: два матча в Лос-Анджелесе , один — в Сиэтле . Турнир пройдет с 11 июня по 19 июля 2026 года.",sport,https://lenta.ru/news/2026/04/21/v-irane-nazvali-uslovie-uchastie-sbornoy-strany-na-chm-2026/
Россиянам пригрозили тюрьмой за сжигание травы,"За сжигание сухой травы россиянам грозит до 10 лет лишения свободы. О риске сесть в тюрьму предупредил член комиссии Общественной палаты РФ по общественной экспертизе законопроектов и иных нормативных актов Евгений Машаров, пишет ТАСС . Если пал травы повредил или уничтожил лесные насаждения, он уже будет считаться преступлением — в этом случае предусмотрен штраф за неосторожное обращение с огнем от 300 до 500 тысяч рублей, штраф за поджог в размере от 500 тысяч до 1 миллиона рублей и штраф от 1 до 3 миллионов рублей при сумме ущерба более 50 тысяч рублей. Помимо этого, нарушителя могут привлечь к обязательным, принудительным или исправительным работам либо лишить свободы на срок до 10 лет, подчеркнул Машаров. Ранее россиянам пригрозили тюрьмой за выброс мусора из окна. За единичный случай уголовная ответственность не наступит. Однако, если от таких действий кто-нибудь сильно пострадает — например, получит серьезную травму от упавшего сверху предмета, — нарушителя могут лишить свободы на срок до трех лет.",economics,https://lenta.ru/news/2026/04/20/rossiyanam-prigrozili-tyurmoy-za-szhiganie-travy/
Москвичам назвали дату потепления,"В среду, 22 апреля, в Москву придет потепление, однако оно не задержится надолго. Такую дату улучшения погоды назвал ведущий специалист центра погоды «Фобос» Михаил Леус , пишет РИА Новости . Столбики термометров в этот день покажут 11-13 градусов тепла. При этом будет солнечно и без осадков. «Это будет один теплый день на этой неделе», — уточнил синоптик. Далее, по прогнозам Леуса, в столице вновь похолодает. До конца апреля устойчивых периодов теплой и комфортной погоды в Москве и области не предвидится, заключил метеоролог. Ранее ведущий специалист центра погоды «Фобос» Евгений Тишковец заявил , что 22 апреля также станет самым солнечным днем на неделе для Москвы. Однако ночью все еще сохранятся заморозки до минус 2 градусов. Осадков не предвидится. Характер погоды вновь изменится в четверг. В столицу вернутся холода и осадки, небо затянет свинцовыми тучами, проливной дождь будет идти вперемешку со снегом.",economics,https://lenta.ru/news/2026/04/21/moskvicham-nazvali-datu-potepleniya/
Выгнавшая жениха дочери Успенская оценила ее нового избранника,"Российская артистка Любовь Успенская одобрила нового избранника ее дочери Татьяны Плаксиной . Комментарий исполнительницы приводит «Пятый канал». Певица назвала возлюбленного дочери «очень умненьким» и похвалила за помощь Татьяне с художественными проектами. Она подчеркнула, что отношения молодых людей похожи на любовь. «Не знаю, что будет дальше, но этот мальчик меня не раздражает. С ним можно поговорить, пообщаться», — уточнила Успенская. В августе 2025 года Успенская раскритиковала предыдущего бойфренда дочери, заявив, что мужчина не соответствует ее уровню. При этом артистка призналась, что не вмешивается в личную жизнь Татьяны, поскольку «это ее выбор». Вскоре стало известно, что Успенская выгнала избранника дочери из дома, назвав его пустым местом.",culture,https://lenta.ru/news/2026/04/17/vygnavshaya-zheniha-docheri-uspenskaya-otsenila-ee-novogo-izbrannika/
Раскрыта причина смерти художника Шинкарева,"Советский и российский художник, писатель Владимир Шинкарев умер из-за сердечной недостаточности. Об этом сообщает ТАСС со ссылкой на его семью. Шинкарев умер в возрасте 72 лет. Владимир Шинкарев известен как идеолог митьковского движения, соавтор «Канона Митьков». Работы художника выставлялись в Москве , Санкт-Петербурге , Вене , Париже, Антверпене , Рио-де-Жанейро , Кельне , Лос-Анджелесе , Нью-Йорке и других городах. Сейчас некоторые из них находятся в собраниях Третьяковской галереи, Русского музея и Эрмитажа . Ранее сообщалось о смерти легендарного автора песен в стиле кантри.",culture,https://lenta.ru/news/2026/04/19/raskryta-prichina-smerti-hudozhnika-shinkareva/
Постояльцев поразил солдат у кровати в номере российского отеля,"В номере гостиницы «19 историй» в Вологде администрация поразила постояльцев, установив у кровати гипсовую статую солдата «Алеши». Об этом пишет издание «Подъем» . Каждый номер в отеле оформлен в стилистике определенного российского города. Номер, о котором идет речь, называется «Мурманск». На сайте гостиницы указано, что соответствующие стенные росписи в комнате позволят постояльцам «окунуться в мир северного сияния», а памятник защитникам Заполярья создаст «особую атмосферу». Руководство отеля отметило, что с начала работы гостиницы в 2023 году никто из клиентов не жаловался на скульптуру солдата. Комната пользуется спросом наравне с остальными. «Вообще, статую чаще всего воспринимают с восторгом и удивлением», — рассказали в администрации. Жители Малоярославца Калужской области пожаловались на состояния памятника воинам ВОВ. По их словам, монумент разваливается на глазах.",economics,https://lenta.ru/news/2026/04/21/postoyaltsev-porazil-soldat-u-krovati-v-nomere-rossiyskogo-otelya/
Темпы закрытия общепита в России ускорились,"По итогам первого квартала 2026 года в России ликвидировано 11,2 тысячи юридических лиц из сферы общественного питания, что на 31,28 процента больше, чем годом ранее. Об этом со ссылкой на данные «Контур.Фокуса» пишет «Коммерсантъ». Число регистраций нового бизнеса выросло на 20,84 процента, до 12,5 тысячи организаций, то есть в абсолютном значении их количество пока еще увеличивается, но гораздо более скромными темпами. Тем не менее вице-президент по обороту алкогольной продукции на предприятиях сферы гостеприимства Федерации рестораторов и отельеров Алексей Небольсин констатирует, что текущие цифры свидетельствуют о значительном спаде в отрасли. В марте, по данным 2ГИС, в российских городах-миллионниках число ресторанов снизилось на пять процентов, заведений быстрого питания — на два процента, столовых — на три процента, кафе — на шесть процентов, а баров — на 11 процентов. Главной причиной такой динамики Небольсин назвал заметное падение посещаемости заведений. Старший аналитик «Риком-Траст» Валерия Попова отметила, что потребители стали выбирать бюджетные заведения и точки быстрого питания, что подтверждает рост количества чеков в них. В свою очередь, источник издания на рынке общепита назвал причиной роста числа регистраций новых юрлиц дробление бизнеса, на которое его владельцам приходится идти после изменения правил уплаты налога на добавленную стоимость (НДС) с 2026 года. Другие представители отрасли подтверждают это предположение, подчеркивая, что у компаний больше нет резона строить сетевой бизнес. Так, основатель сети «Мясо & Рыба» Сергей Миронов уверен, что рестораны будут закрываться весь год, так как бизнес стал нерентабельным. Помимо снижения порога уплаты НДС (с 60 миллионов до 20 миллионов рублей выручки), на него давит рост операционных расходов и дефицит кадров. Начало года для российского ресторанного рынка оказалось самым худшим за последние 25 лет. На этом фоне правительство согласилось до 31 декабря 2026 года не взимать НДС с заведений с выручкой менее 60 миллионов рублей, но в отрасли считают, что такие послабления не слишком помогут.",economics,https://lenta.ru/news/2026/04/21/vzlet/
Стал известен самый убыточный клуб РПЛ по итогам 2025 года,"Московский «Спартак» стал самым убыточным клубом Российской премьер-лиги (РПЛ) по итогам 2025 года. Об этом стало известно РИА Новости . По информации источника, чистый убыток красно-белых составил 3,65 миллиарда рублей. В 2024 году этот показатель равнялся 1,465 миллиарда. Самым прибыльным клубом РПЛ стало столичное «Динамо» . Чистая прибыль бело-голубых составила 1,25 миллиарда рублей. Действующим победителем РПЛ является «Краснодар». Нынешний сезон завершится 17 мая. После 24 туров «горожане» на одно очко опережают «Зенит» .",sport,https://lenta.ru/news/2026/04/19/stal-izvesten-samyy-ubytochnyy-klub-rpl-po-itogam-2025-goda/
Россиян призвали заменить один тип плит на кухне,"Россиян призвали заменить газовую плиту, если ей пользуются более 10-12 лет. О необходимости регулярно обновлять этот тип приборов на кухне рассказали в министерстве по содержанию территорий и государственному жилищному надзору (Минчистоты) Московской области, пишет РИА Новости . «Газовые плиты имеют срок службы — как правило, 10-12 лет. Когда он подходит к концу, оборудование лучше заменить», — отметили в ведомстве. Другими поводами для замены плиты будут критические неисправности или отсутствие системы «газ-контроль», которая автоматически перекрывает подачу ресурса при угасании пламени. Однако не стоит решать проблему своими руками. «Установка газового оборудования требует участия специалистов. Самостоятельное подключение запрещено — это не только нарушение, но и риск для безопасности», — заключили в Минчистоты. Ранее россиянам рассказали , что срок службы счетчиков на газ и воду тоже достигает 10-12 лет. Своевременная замена приборов учета позволяет избежать перерасчета за потребление ресурсов, подчеркнули эксперты.",economics,https://lenta.ru/news/2026/04/20/rossiyan-prizvali-zamenit-odin-tip-plit-na-kuhne/
Звезда «Слова пацана» рассказал о жизни на 100 рублей в день,"Российский актер Слава Копейкин, известный по роли Турбо в сериале «Слово пацана. Кровь на асфальте», вспомнил о трудном финансовом периоде своей семьи. Об этом он рассказал в шоу «Есть вопросики». Артист сообщил, что в возрасте 15-16 лет был вынужден питаться один раз в день из-за нехватки денег. «Был период, когда сложно было с деньгами. На 100 рублей в день жили», — уточнил он. По словам Копейкина, тогда он относился к ситуации нормально и не считал положение бедственным, поскольку понимал, что тяжелое время пройдет. Ранее Копейкин рассказал , что за три месяца похудел на 12 килограммов ради роли рэпера Басты в биографической картине. Актер признался , что с детства знаком с творчеством музыканта и знал многие факты из его биографии.",culture,https://lenta.ru/news/2026/04/17/zvezda-slova-patsana-rasskazal-o-zhizni-na-100-rubley-v-den/
В США раскрыли наиболее грозное оружие России против ключевых целей НАТО,"Российский ракетный комплекс большей дальности «Искандер-К» угрожает важным объектам НАТО благодаря своим характеристикам и истощению западных оборонительных систем. К такому выводу пришел американский военный журнал Military Watch Magazine. «Ожидается, что угроза, которую представляет собой система ""Искандер-К"" для обороны стран-членов НАТО, будет только расти и станет особенно серьезной из-за способности системы служить платформой для доставки тактических ядерных снарядов», — говорится в материале. Авторы подчеркивают, что продолжающийся украинский конфликт истощил противовоздушную оборону стран-членов НАТО, поскольку вся она в огромных масштабах была передана Киеву . Не меньше на обороноспособности Запада сказался и иранский конфликт. Радиус ракетного комплекса действия «Искандер-К» составляет от 1500 до 2000 километров — цели могут быть поражены на значительной части территории Европы при запуске с территории России. А погрешность системы составляет всего 5-10 метров, что дает возможность наносить высокоточные удары по стратегически значимым неподвижным объектам. Ранее издание «РБК-Украина» назвало Нарву , Даугавпилс и Игналину наиболее уязвимыми точками стран Прибалтики на границе с Россией.",science,https://lenta.ru/news/2026/04/20/v-ssha-nazvali-naibolee-groznoe-oruzhie-rossii-protiv-klyuchevyh-tseley-nato/
Раскрыт неочевидный признак одного из самых опасных видов рака,"Предраковое состояние, известное как пищевод Барретта, оказалось обязательным этапом развития самого распространенного вида рака пищевода. К такому выводу пришли ученые из Кембриджского университета. Результаты опубликованы в журнале Nature Medicine. Рак пищевода считается одним из самых смертельных, во многом потому, что его часто выявляют слишком поздно. Долгое время было известно, что он связан с пищеводом Барретта — изменением слизистой, которое можно увидеть при обследовании. Однако у многих пациентов этот признак не обнаруживали, из-за чего возникали сомнения в его роли. В новом исследовании ученые проанализировали данные более 3 тысяч пациентов и провели генетическое исследование опухолей. Оказалось, что независимо от того, был ли виден пищевод Барретта при диагностике, все опухоли имели одинаковые молекулярные признаки. Это говорит о том, что предраковая стадия присутствует всегда, но может исчезать по мере развития болезни. Кроме того, исследователи обнаружили биомаркеры — особые белки, которые позволяют выявить эту скрытую стадию даже тогда, когда она не видна при обычных обследованиях. По их словам, это открывает возможности для более ранней диагностики и профилактики рака, когда лечение может быть значительно эффективнее. Ранее ученые выяснили , что препарат эльраглусиб продлевает жизнь при раке поджелудочной железы.",science,https://lenta.ru/news/2026/04/17/raskryt-neochevidnyy-priznak-odnogo-iz-samyh-opasnyh-vidov-raka/
Глава РУСАДА прокомментировала обвинения WADA в свой адрес,"Глава Российского антидопингового агентства (РУСАДА) Вероника Логинова прокомментировала обвинения Всемирного антидопингового агентства (WADA) в свой адрес. Ее слова приводит ТАСС . «Еще в конце прошлого года агентством был получен некий донос, и WADA было обязано начать расследование. Я сказала, что готова сотрудничать, мне скрывать нечего. Я до сих пор не получила никакого обвинения», — сказала Логинова. Главу РУСАДА обвинили в участии в сокрытии допинг-проб российских спортсменов на зимней Олимпиаде-2014. В свою очередь, та заявила, что не имеет к этому никакого отношения. Данные о причастности Логиновой к сокрытию данных допинг-проб российских спортсменов на Олимпиаде-2014 в Сочи появились в феврале в The New York Times. Впоследствии Логинова опровергла эту информацию и заявила о готовности подать на издание иск о клевете.",sport,https://lenta.ru/news/2026/04/21/glava-rusada-prokommentirovala-obvineniya-wada-v-svoy-adres/
Раскрыты планы Пугачевой на день рождения,"Певица Алла Пугачева отпразднует свой день рождения на Кипре с семьей, торжество состоится в заведении Лимасола в закрытом формате. Об этом РИА Новости сообщил источник. 15 апреля Пугачевой исполнится 77 лет. «Торжество состоится в заведении, которое будет закрыто от других посетителей специально для дня рождения Аллы Борисовны. Она будет отмечать только семьей», — заявил источник агентства. По его словам, средний чек в заведении составляет примерно 200–250 тысяч рублей. Пугачева в октябре 2022 года уехала с детьми в Израиль , после чего столкнулась с волной критики в социальных сетях. В ноябре 2023 года она ненадолго возвращалась в Россию, записала три песни для личного использования и затем вновь уехала. Ранее продюсер Сергей Дворцов сообщил о скором возвращении певицы Аллы Пугачевой в Россию. По словам медиаменеджера, Пугачева посетит страну 15 апреля, в день своего рождения. Продюсер заявил, что поездка связана не только с праздником, но и с необходимостью решить «текущие вопросы по недвижимости и концертной деятельности». Концертный директор певицы Елена Чупракова опровергла эту информацию.",culture,https://lenta.ru/news/2026/04/15/raskryty-plany-pugachevoy-na-den-rozhdeniya/
Российские дроны получат «Подорожник» для защиты от РЭБ,"Холдинг «Росэл» (входит в «Ростех» ) начал государственные испытания электромагнитных чип-фильтров «Подорожник», которые защитят дроны от воздействия систем радиоэлектронной борьбы (РЭБ). Об этом сообщила госкорпорация в Telegram . Новые компоненты могут получить полевые телефоны, радиостанции и другая чувствительная электроника. «Подорожник» будет подавлять электромагнитные импульсы, которые излучают комплексы РЭБ. «Такие импульсы способны создавать в кабелях и цепях питания оборудования высоковольтные скачки напряжения. Эти помехи могут вывести из строя чувствительную электронику в радарах, системах связи и навигации. ""Подорожник"" защищает устройства от подобного воздействия», — говорится в сообщении. Ресурс «Подорожника» — 20 тысяч часов. Изделие способно работать при температурах от минус 60 до плюс 125 градусов Цельсия. В марте стало известно , что «Росэл» создал устройство «ПРЕС-ВМ» для защиты автотранспорта от дронов.",science,https://lenta.ru/news/2026/04/17/rossiyskie-drony-poluchat-podorozhnik-dlya-zaschity-ot-reb/
В Грузии освистали гимн России,В Грузии освистали гимн России на чемпионате Европы по дзюдо. Об этом сообщает «Матч ТВ» . Грузинские болельщики освистали гимн России во время церемонии награждения Тимура Арбузова. 22-летний россиянин в финале соревнований в категории до 81 килограмма одолел трехкратного чемпиона мира грузина Тато Григалашвили. Двумя днями ранее российский дзюдоист Мурад Чопанов стал сильнейшим в весовой категории до 66 килограммов. В финале он победил финского спортсмена Лукаса Саху. Чемпионат Европы по дзюдо проходит в Тбилиси с 16 по 19 апреля. Российские спортсмены выступают на нем с флагом и гимном. Соответствующее решение Международная федерация дзюдо приняла в конце ноября 2025 года.,sport,https://lenta.ru/news/2026/04/18/v-gruzii-osvistali-gimn-rossii/
Авианосец Gerald Ford побил рекорд,"Авианосец Gerald Ford Военно-морских сил ( ВМС) США в прошлую пятницу, 17 апреля, побил рекорд по числу дней в плавании, сообщает USNI News. По данным портала, на прошлой неделе Gerald Ford побил рекорд среди авианосцев по количеству дней развертывания после окончания холодной войны. «По состоянию на пятницу авианосец находится в командировке уже 297 дней», — говорится в публикации. Со ссылкой на представителей ВМС издание добавило, что срок развертывания Gerald Ford может достигнуть 11 месяцев. В январе портал TWZ сообщил , что второй авианосец типа Ford ВМС США — John Kennedy — впервые вышел в море для начала ходовых испытаний. В том же месяце начальник военно-морских операций (глава штаба) ВМС США адмирал Дэрил Кодл заявил , что авианосная ударная группа Ford перегружена боевыми задачами.",science,https://lenta.ru/news/2026/04/21/avianosets-gerald-ford-pobil-rekord/
Россия отправит в космос второго ангкасавана,"Малайзия при помощи России планирует отправить в космос второго ангкасавана (малайзийский вариант обозначения космонавта). Об этом ТАСС на Международной азиатской выставке вооружения и военной техники Defence Services Asia (DSA) 2026, которая проходит с 20 по 23 апреля в Куала-Лумпуре , сообщил посол РФ в Малайзии Наиль Латыпов. По его словам, в неофициальных беседах малайзийская сторона неоднократно напоминала, что с момента запуска первого ангкасавана прошло много лет. «Поэтому я думаю, что наши ведомства, которые занимаются исследованиями космоса и разработками в космической области, найдут какие-то взаимоприемлемые формы, которые позволят нам осуществить пожелание малайзийцев увидеть очередного малайзийского космонавта — а где-то он называется ""ангкасаван"" — увидеть второго ангкасавана на орбите, в том числе и на нашей станции», — сказал дипломат. Первый ангкасаван Шейх Музафар Шукор отправился на МКС на корабле «Союз ТМА-11» в октябре 2007 года. Ранее генеральный директор «Роскосмоса» Дмитрий Баканов сообщил , что российская госкорпорация не откажется от сотрудничества с НАСА по перспективной Российской орбитальной станции с целью обмена опытом и технологиями.",science,https://lenta.ru/news/2026/04/21/rossiya-otpravit-v-kosmos-vtorogo-angkasavana/
«Столото» запустил десятый ежегодный конкурс грантов для НКО,"Распространитель всероссийских государственных лотерей «Столото» объявил о запуске деcятого конкурса грантов на реализацию благотворительных проектов для некоммерческих организаций (НКО) и благотворительных фондов. Прием заявок на сайте продлится до 29 мая 2026 года. Принять участие в конкурсе грантов от «Столото» могут учреждения, фонды, общественные организации и объединения, зарегистрированные на территории Российской Федерации. Совет по благотворительности «Столото» рассмотрит все заявки и определит победителей, среди которых будет распределена сумма в 2,4 миллиона рублей, выделенных из собственных средств «Столото» в рамках программы корпоративной социальной ответственности. Все средства будут направлены на реализацию благотворительных проектов. Результаты конкурса объявят в июле 2026 года. «В рамках программы корпоративной социальной ответственности ""Столото"" проводит конкурс грантов для НКО с 2021 года. За это время материальную поддержку от ""Столото"" получили 35 благотворительных проектов по всей стране, что позволило нам внести вклад в улучшение качества жизни детей, оставшихся без попечения родителей, людей с инвалидностью, пожилых людей, а также поддержать развитие инклюзивного спорта», — рассказала директор по спонсорству и КСО холдинга S8 Capital (в который входит «Столото») Оксана Тубман . Она отметила, что в 2025 году конкурс грантов для НКО показал рекордный рост: количество заявок выросло на 56 процентов по сравнению с 2024 годом, что подтверждает востребованность данного инструмента поддержки. «В прошлом году мы разработали и запустили фандрайзинговую платформу ""Вместе для других"" на сайте ""Столото"", на которую попадают в том числе проекты, не выигравшие грант. Теперь любой желающий может поддержать понравившийся благотворительный проект. Менее чем за год работы платформа собрала более 3,7 миллиона рублей, которые поступили в адрес благотворительных фондов ""Онкологика"", ""Подарок ангелу"", ""1Помогает"" и ""Больше Чем Можешь"". Проекты на платформе будут регулярно обновляться по мере сбора средств. Мы верим, что такой подход поможет создать систему устойчивой поддержки НКО. При этом грантовый конкурс остаётся важным инструментом социальной поддержки», — отметила Оксана Тубман. Конкурс грантов проводится «Столото», начиная с 2021 года, два раза в год – во втором и четвертом кварталах. В рамках двух предыдущих этапов конкурса, состоявшихся в 2025 году, «Столото» получил 360 заявок, из которых были выбраны восемь победителей. Они получили гранты по 600 000 рублей каждый на реализацию своих благотворительных проектов.",economics,https://lenta.ru/news/2026/04/20/stoloto-zapustil-desyatyy-ezhegodnyy-konkurs-grantov-dlya-nko/
Теннисист Зверев появился на корте в футболке одного немецкого клуба,"Теннисист Александр Зверев появился на корте в футболке одного немецкого клуба. Об этом сообщает Metaratings.ru . Третья ракетка мира появилась на корте перед матчем второго круга турнира АТР в Мюнхене в футболке местной «Баварии». 28-летний спортсмен поддерживает эту команду. Олимпийский чемпион Токио обыграл канадца Габриэля Диалло в двух партиях со счетом 6:1, 6:2. Отмечается, что в боксе Зверева во время матча находились футболисты «Баварии» Серж Гнабри и Йозуа Киммих . Днем ранее «Бавария» «выбила» из розыгрыша Лиги чемпионов мадридский «Реал» . В полуфинале турнира мюнхенцы сыграют с ПСЖ.",sport,https://lenta.ru/news/2026/04/17/tennisist-zverev-poyavilsya-na-korte-v-futbolke-odnogo-nemetskogo-kluba/
